audio_path,session,channel,plant_id,species,genotype,recording_time,last_watering_time,hours_since_watering,days_since_watering,session_dir,treatment,soil_sensors,sowing,transplant,water_stress,water_status,hours_normalized,days_normalized,hour,time_bin,sensor_humidity,sensor_voltage,sensor_wifi_rssi,sensor_co2,sensor_light,sensor_soil_temp,sensor_soil_moisture,sensor_soil_ph,sensor_time,sensor_delta_minutes,sensor_source
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_10-26-30.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 10:26:30,2025-01-30 15:48:58,42.62555555555556,1.7760648148148148,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.1056129324430165,0.1056129324430165,10,36-48h,,,,,,,,,2025-02-01 10:16:49,9.683333333333334,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_14-58-59.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 14:58:59,2025-01-30 15:48:58,23.166944444444443,0.9652893518518518,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,fresh,0.0574005172867087,0.0574005172867087,14,12-24h,,,,,,,,,2025-01-31 14:46:42,12.283333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-08_12-09-38.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-08 12:09:38,2025-01-30 15:48:58,212.34444444444443,8.847685185185185,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.5261238046864138,0.5261238046864138,12,204-216h,,4.0552,,,,,,,2025-02-08 12:16:03,6.416666666666667,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-03_03-06-12.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-03 03:06:12,2025-01-30 15:48:58,83.28722222222223,3.470300925925926,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.2063599561173489,0.2063599561173489,3,72-84h,,4.0552,,,,,,,2025-02-03 03:15:15,9.05,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_13-12-44.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 13:12:44,2025-01-30 15:48:58,21.39611111111111,0.8915046296296296,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,fresh,0.0530129404266858,0.0530129404266858,13,12-24h,,4.0589,,,,,,,2025-01-31 13:14:56,2.2,sensor2
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-08_12-58-28.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-08 12:58:28,2025-01-30 15:48:58,213.15833333333333,8.881597222222222,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.5281403694236478,0.5281403694236478,12,204-216h,,,,,,,,,2025-02-08 12:47:47,10.683333333333334,sensor1
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_22-30-38.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 22:30:38,2025-01-30 15:48:58,270.69444444444446,11.278935185185183,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6706970431517324,0.6706970431517324,22,264-276h,,,,,,,,,2025-02-10 22:18:07,12.516666666666667,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_14-18-29.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 14:18:29,2025-01-30 15:48:58,46.49194444444444,1.937164351851852,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.1151926473159041,0.1151926473159041,14,36-48h,,,,,,,,,2025-02-01 14:16:50,1.65,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_19-28-46.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 19:28:46,2025-01-30 15:48:58,147.66333333333333,6.152638888888888,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3658640326064064,0.3658640326064064,19,144-156h,,,,,,,,,2025-02-05 19:17:21,11.416666666666666,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_05-41-22.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 05:41:22,2025-01-30 15:48:58,157.8733333333333,6.578055555555555,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3911612522247595,0.3911612522247595,5,156-168h,39.3286,,,,2099.55,,,,2025-02-06 05:46:56,5.566666666666666,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_18-18-50.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 18:18:50,2025-01-30 15:48:58,146.49777777777777,6.104074074074074,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3629761467233232,0.3629761467233232,18,144-156h,,,,,,,,,2025-02-05 18:17:21,1.4833333333333334,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-01-31_12-30-56.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-01-31 12:30:56,2025-01-30 15:48:58,20.699444444444445,0.8624768518518519,PUA.02,,,,2024-12-23_12-00-00,0,fresh,0.0512868160714015,0.0512868160714015,12,12-24h,,,,,,,,,2025-01-31 12:16:42,14.233333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-07_00-08-06.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-07 00:08:06,2025-01-30 15:48:58,176.3188888888889,7.34662037037037,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.436863629293459,0.436863629293459,0,168-180h,,4.0515,,,,,,,2025-02-07 00:15:52,7.766666666666667,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-01_11-58-17.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-01 11:58:17,2025-01-30 15:48:58,44.155277777777776,1.8398032407407408,PUA.02,,,,2024-12-23_12-00-00,0,adequate,0.1094031106027257,0.1094031106027257,11,36-48h,,,,,,,,,2025-02-01 11:46:50,11.45,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_09-26-04.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 09:26:04,2025-01-30 15:48:58,137.61833333333334,5.734097222222222,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3409756319143049,0.3409756319143049,9,132-144h,,,,,,,,,2025-02-05 09:17:16,8.8,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_16-37-08.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 16:37:08,2025-01-30 15:48:58,24.802777777777777,1.033449074074074,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.0614536059343439,0.0614536059343439,16,24-36h,41.8112,,,,2980.5,,,,2025-01-31 16:46:13,9.083333333333334,sensor2
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_18-43-32.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 18:43:32,2025-01-30 15:48:58,146.90944444444443,6.121226851851851,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.3639961292969002,0.3639961292969002,18,144-156h,43.3997,,,,2218.5,,,,2025-02-05 18:46:50,3.3,sensor1
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_13-49-49.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 13:49:49,2025-01-30 15:48:58,166.01416666666665,6.917256944444444,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.4113317173285541,0.411331717328554,13,156-168h,,,,,,,,,2025-02-06 13:47:27,2.3666666666666667,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_06-04-43.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 06:04:43,2025-01-30 15:48:58,254.2625,10.594270833333333,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.629983771127473,0.629983771127473,6,252-264h,,4.0515,,,,,,,2025-02-10 06:16:15,11.533333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-01_12-59-13.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-01 12:59:13,2025-01-30 15:48:58,45.17083333333333,1.882118055555556,PUA.02,,,,2024-12-23_12-00-00,0,adequate,0.1119193429164894,0.1119193429164894,12,36-48h,,,,,,,,,2025-02-01 12:46:50,12.383333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_01-22-06.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 01:22:06,2025-01-30 15:48:58,33.55222222222222,1.3980092592592592,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.0831320209832852,0.0831320209832852,1,24-36h,,,,,,,,,2025-02-01 01:16:46,5.333333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_00-33-25.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 00:33:25,2025-01-30 15:48:58,152.74083333333334,6.3642013888888895,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3784445059278744,0.3784445059278744,0,144-156h,43.9567,,,,0.45,,,,2025-02-06 00:46:55,13.5,sensor2
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-10_08-35-18.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-10 08:35:18,2025-01-30 15:48:58,256.77222222222224,10.698842592592593,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.6362020859400702,0.6362020859400701,8,252-264h,43.1418,,,,4283.8501,,,,2025-02-10 08:47:30,12.2,sensor1
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-02_10-17-19.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-02 10:17:19,2025-01-30 15:48:58,66.4725,2.7696875,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,0,moderate,0.164698279243974,0.164698279243974,10,60-72h,,,,,,,,,2025-02-02 10:16:57,0.36666666666666664,sensor1
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-04_17-06-29.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-04 17:06:29,2025-01-30 15:48:58,121.29194444444444,5.053831018518518,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.3005238938832704,0.3005238938832704,17,120-132h,,4.0515,,,,,,,2025-02-04 17:15:27,8.966666666666667,sensor1
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-07_02-34-27.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-07 02:34:27,2025-01-30 15:48:58,178.75805555555556,7.448252314814815,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.4429071292790058,0.4429071292790058,2,168-180h,42.7985,,,,0.45,,,,2025-02-07 02:47:04,12.616666666666667,sensor1
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_13-02-56.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 13:02:56,2025-01-30 15:48:58,261.23277777777776,10.884699074074073,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6472539618958736,0.6472539618958736,13,252-264h,,4.0515,,,,,,,2025-02-10 13:16:17,13.35,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_16-18-20.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 16:18:20,2025-01-30 15:48:58,168.48944444444444,7.020393518518518,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.4174646894696778,0.4174646894696778,16,168-180h,,,,,,,,,2025-02-06 16:17:29,0.85,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_21-31-22.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 21:31:22,2025-01-30 15:48:58,173.70666666666668,7.237777777777778,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.4303913512084935,0.4303913512084935,21,168-180h,,,,,,,,,2025-02-06 21:17:30,13.866666666666667,sensor2
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-08_10-44-19.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-08 10:44:19,2025-01-30 15:48:58,210.9225,8.7884375,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.5226006664987343,0.5226006664987343,10,204-216h,33.4508,,,,20473.0508,,,,2025-02-08 10:47:15,2.933333333333333,sensor1
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_15-19-01.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 15:19:01,2025-01-30 15:48:58,143.50083333333333,5.979201388888889,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.3555506460577879,0.3555506460577879,15,132-144h,,,,,,,,,2025-02-05 15:17:19,1.7,sensor1
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-11_00-18-24.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-11 00:18:24,2025-01-30 15:48:58,272.49055555555555,11.353773148148148,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.675147250520659,0.675147250520659,0,264-276h,,,,,,,,,2025-02-11 00:18:07,0.2833333333333333,sensor1
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_00-55-40.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 00:55:40,2025-01-30 15:48:58,129.11166666666668,5.379652777777778,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.3198987450497809,0.3198987450497809,0,120-132h,,,,,,,,,2025-02-05 00:47:13,8.45,sensor1
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_00-37-55.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 00:37:55,2025-01-30 15:48:58,32.81583333333333,1.367326388888889,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.0813074772568662,0.0813074772568662,0,24-36h,44.7578,,,,0.15,,,,2025-02-01 00:46:15,8.333333333333334,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-07_11-26-09.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-07 11:26:09,2025-01-30 15:48:58,187.6197222222222,7.817488425925926,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.4648635962575861,0.4648635962575861,11,180-192h,,,,,,,,,2025-02-07 11:17:37,8.533333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_12-26-43.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 12:26:43,2025-01-30 15:48:58,140.62916666666666,5.859548611111111,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.3484355449473697,0.3484355449473697,12,132-144h,,,,,,,,,2025-02-05 12:17:18,9.416666666666666,sensor1
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_14-21-14.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 14:21:14,2025-01-30 15:48:58,70.53777777777778,2.939074074074074,PUA.02,,,,2024-12-23_12-00-00,0,moderate,0.1747707792198853,0.1747707792198854,14,60-72h,,,,,,,,,2025-02-02 14:16:58,4.266666666666667,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_09-09-52.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 09:09:52,2025-01-30 15:48:58,137.34833333333333,5.722847222222222,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3403066554895296,0.3403066554895296,9,132-144h,,4.0552,,,,,,,2025-02-05 09:15:34,5.7,sensor2
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-01_12-24-43.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-01 12:24:43,2025-01-30 15:48:58,44.59583333333333,1.858159722222222,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,0,adequate,0.1104946709007643,0.1104946709007643,12,36-48h,,,,,,,,,2025-02-01 12:16:50,7.883333333333334,sensor1
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_08-53-51.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 08:53:51,2025-01-30 15:48:58,137.08138888888888,5.711724537037036,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3396452497856109,0.3396452497856109,8,132-144h,,,,,,,,,2025-02-05 08:47:17,6.566666666666666,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_16-02-46.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 16:02:46,2025-01-30 15:48:58,264.23,11.009583333333332,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6546801508087595,0.6546801508087594,16,264-276h,,4.0515,,,,,,,2025-02-10 16:16:18,13.533333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_21-51-59.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 21:51:59,2025-01-30 15:48:58,78.05027777777778,3.2520949074074075,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.1933844288166412,0.1933844288166412,21,72-84h,,,,,,,,,2025-02-02 21:47:03,4.933333333333334,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_08-32-42.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 08:32:42,2025-01-30 15:48:58,64.72888888888889,2.697037037037037,PUA.02,,,,2024-12-23_12-00-00,0,moderate,0.1603781506243091,0.1603781506243091,8,60-72h,40.5051,,,,7244.5498,,,,2025-02-02 08:46:27,13.75,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_02-19-45.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 02:19:45,2025-01-30 15:48:58,34.51305555555555,1.4380439814814814,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.0855126685689823,0.0855126685689823,2,24-36h,,,,,,,,,2025-02-01 02:16:47,2.966666666666667,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_21-21-26.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 21:21:26,2025-01-30 15:48:58,269.5411111111111,11.230879629629628,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6678394401520751,0.667839440152075,21,264-276h,,,,,,,,,2025-02-10 21:18:06,3.3333333333333335,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-03_06-03-47.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-03 06:03:47,2025-01-30 15:48:58,86.24694444444444,3.593622685185185,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.2136932316379048,0.2136932316379048,6,84-96h,,4.0552,,,,,,,2025-02-03 06:15:16,11.483333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_12-19-10.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 12:19:10,2025-01-30 15:48:58,44.50333333333333,1.8543055555555557,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.1102654845330172,0.1102654845330172,12,36-48h,,,,,,,,,2025-02-01 12:16:50,2.3333333333333335,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_05-56-40.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 05:56:40,2025-01-30 15:48:58,38.12833333333333,1.5886805555555554,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.0944702078369349,0.0944702078369349,5,36-48h,,,,,,,,,2025-02-01 05:46:49,9.85,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_20-38-49.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 20:38:49,2025-01-30 15:48:58,148.83083333333337,6.201284722222223,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3687567362209439,0.3687567362209439,20,144-156h,43.8025,,,,2213.3999,,,,2025-02-05 20:46:52,8.05,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_16-00-51.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 16:00:51,2025-01-30 15:48:58,264.1980555555556,11.008252314814817,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6546010023634414,0.6546010023634414,16,264-276h,,,,,,,,,2025-02-10 15:48:03,12.8,sensor2
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_12-20-14.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 12:20:14,2025-01-30 15:48:58,140.5211111111111,5.855046296296297,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.3481678167279894,0.3481678167279895,12,132-144h,,,,,,,,,2025-02-05 12:17:18,2.933333333333333,sensor1
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_11-22-30.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 11:22:30,2025-01-30 15:48:58,19.558888888888887,0.8149537037037037,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,fresh,0.0484608724498714,0.0484608724498715,11,12-24h,,,,,,,,,2025-01-31 11:16:41,5.816666666666666,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-09_13-22-49.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-09 13:22:49,2025-01-30 15:48:58,237.5641666666667,9.898506944444444,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.5886104698939961,0.5886104698939961,13,228-240h,,,,,,,,,2025-02-09 13:17:56,4.883333333333334,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_10-45-50.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 10:45:50,2025-01-30 15:48:58,138.9477777777778,5.789490740740741,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3442695837342374,0.3442695837342374,10,132-144h,30.6935,,,,22954.1992,,,,2025-02-05 10:46:46,0.9333333333333333,sensor2
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_11-16-23.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 11:16:23,2025-01-30 15:48:58,19.45694444444445,0.8107060185185185,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,fresh,0.0482082856722043,0.0482082856722043,11,12-24h,,,,,,,,,2025-01-31 11:16:26,0.05,sensor2
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_18-03-09.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 18:03:09,2025-01-30 15:48:58,74.23638888888888,3.09318287037037,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.1839347926930155,0.1839347926930155,18,72-84h,,4.0552,,,,,,,2025-02-02 18:15:11,12.033333333333333,sensor2
