audio_path,session,channel,plant_id,species,genotype,recording_time,last_watering_time,hours_since_watering,days_since_watering,session_dir,treatment,soil_sensors,sowing,transplant,water_stress,water_status,hours_normalized,days_normalized,hour,time_bin
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-03_03-06-12.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-03 03:06:12,2025-01-30 15:48:58,83.28722222222223,3.470300925925926,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.20635995611734892,0.20635995611734892,3,72-84h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_13-12-44.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 13:12:44,2025-01-30 15:48:58,21.39611111111111,0.8915046296296296,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,fresh,0.05301294042668583,0.05301294042668583,13,12-24h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-08_12-58-28.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-08 12:58:28,2025-01-30 15:48:58,213.15833333333333,8.881597222222222,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.5281403694236478,0.5281403694236478,12,204-216h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_22-30-38.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 22:30:38,2025-01-30 15:48:58,270.69444444444446,11.278935185185185,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6706970431517324,0.6706970431517324,22,264-276h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_14-18-29.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 14:18:29,2025-01-30 15:48:58,46.49194444444444,1.9371643518518518,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.11519264731590415,0.11519264731590415,14,36-48h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_19-28-46.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 19:28:46,2025-01-30 15:48:58,147.66333333333333,6.152638888888888,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.36586403260640643,0.36586403260640643,19,144-156h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_05-41-22.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 05:41:22,2025-01-30 15:48:58,157.87333333333333,6.578055555555555,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.39116125222475956,0.3911612522247595,5,156-168h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_18-18-50.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 18:18:50,2025-01-30 15:48:58,146.49777777777777,6.104074074074074,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3629761467233232,0.3629761467233232,18,144-156h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-01-31_12-30-56.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-01-31 12:30:56,2025-01-30 15:48:58,20.699444444444445,0.8624768518518519,PUA.02,,,,2024-12-23_12-00-00,0,fresh,0.05128681607140153,0.05128681607140153,12,12-24h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-07_00-08-06.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-07 00:08:06,2025-01-30 15:48:58,176.3188888888889,7.3466203703703705,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.436863629293459,0.436863629293459,0,168-180h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-01_11-58-17.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-01 11:58:17,2025-01-30 15:48:58,44.155277777777776,1.8398032407407408,PUA.02,,,,2024-12-23_12-00-00,0,adequate,0.10940311060272573,0.10940311060272573,11,36-48h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_09-26-04.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 09:26:04,2025-01-30 15:48:58,137.61833333333334,5.734097222222222,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.34097563191430497,0.3409756319143049,9,132-144h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_16-37-08.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 16:37:08,2025-01-30 15:48:58,24.802777777777777,1.033449074074074,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.06145360593434395,0.06145360593434395,16,24-36h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_18-43-32.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 18:43:32,2025-01-30 15:48:58,146.90944444444443,6.121226851851851,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.36399612929690023,0.36399612929690023,18,144-156h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_13-49-49.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 13:49:49,2025-01-30 15:48:58,166.01416666666665,6.917256944444444,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.4113317173285541,0.41133171732855406,13,156-168h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_06-04-43.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 06:04:43,2025-01-30 15:48:58,254.2625,10.594270833333333,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.629983771127473,0.629983771127473,6,252-264h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-01_12-59-13.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-01 12:59:13,2025-01-30 15:48:58,45.170833333333334,1.8821180555555557,PUA.02,,,,2024-12-23_12-00-00,0,adequate,0.11191934291648944,0.11191934291648944,12,36-48h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_01-22-06.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 01:22:06,2025-01-30 15:48:58,33.55222222222222,1.3980092592592592,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.08313202098328522,0.08313202098328522,1,24-36h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_00-33-25.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 00:33:25,2025-01-30 15:48:58,152.74083333333334,6.3642013888888895,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.37844450592787443,0.37844450592787443,0,144-156h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-10_08-35-18.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-10 08:35:18,2025-01-30 15:48:58,256.77222222222224,10.698842592592593,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.6362020859400702,0.6362020859400701,8,252-264h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-02_10-17-19.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-02 10:17:19,2025-01-30 15:48:58,66.4725,2.7696875,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,0,moderate,0.16469827924397404,0.16469827924397404,10,60-72h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-04_17-06-29.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-04 17:06:29,2025-01-30 15:48:58,121.29194444444444,5.053831018518518,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.30052389388327044,0.30052389388327044,17,120-132h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-07_02-34-27.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-07 02:34:27,2025-01-30 15:48:58,178.75805555555556,7.448252314814815,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.44290712927900583,0.44290712927900583,2,168-180h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_13-02-56.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 13:02:56,2025-01-30 15:48:58,261.23277777777776,10.884699074074073,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6472539618958736,0.6472539618958736,13,252-264h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_16-18-20.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 16:18:20,2025-01-30 15:48:58,168.48944444444444,7.020393518518518,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.41746468946967785,0.41746468946967785,16,168-180h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_21-31-22.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 21:31:22,2025-01-30 15:48:58,173.70666666666668,7.2377777777777785,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.43039135120849353,0.43039135120849353,21,168-180h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-08_10-44-19.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-08 10:44:19,2025-01-30 15:48:58,210.9225,8.7884375,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.5226006664987343,0.5226006664987343,10,204-216h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_15-19-01.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 15:19:01,2025-01-30 15:48:58,143.50083333333333,5.979201388888889,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.35555064605778797,0.35555064605778797,15,132-144h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-11_00-18-24.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-11 00:18:24,2025-01-30 15:48:58,272.49055555555555,11.353773148148148,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.675147250520659,0.675147250520659,0,264-276h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_00-55-40.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 00:55:40,2025-01-30 15:48:58,129.11166666666668,5.379652777777778,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.31989874504978094,0.31989874504978094,0,120-132h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_00-37-55.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 00:37:55,2025-01-30 15:48:58,32.81583333333333,1.3673263888888887,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.08130747725686628,0.08130747725686628,0,24-36h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-07_11-26-09.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-07 11:26:09,2025-01-30 15:48:58,187.6197222222222,7.817488425925926,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.46486359625758616,0.46486359625758616,11,180-192h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_12-26-43.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 12:26:43,2025-01-30 15:48:58,140.62916666666666,5.859548611111111,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.3484355449473697,0.3484355449473697,12,132-144h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_14-21-14.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 14:21:14,2025-01-30 15:48:58,70.53777777777778,2.939074074074074,PUA.02,,,,2024-12-23_12-00-00,0,moderate,0.17477077921988537,0.1747707792198854,14,60-72h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_09-09-52.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 09:09:52,2025-01-30 15:48:58,137.34833333333333,5.722847222222222,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.34030665548952965,0.34030665548952965,9,132-144h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-01_12-24-43.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-01 12:24:43,2025-01-30 15:48:58,44.59583333333333,1.8581597222222221,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,0,adequate,0.11049467090076436,0.11049467090076436,12,36-48h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_08-53-51.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 08:53:51,2025-01-30 15:48:58,137.08138888888888,5.711724537037036,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3396452497856109,0.3396452497856109,8,132-144h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_16-02-46.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 16:02:46,2025-01-30 15:48:58,264.23,11.009583333333333,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6546801508087595,0.6546801508087594,16,264-276h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_21-51-59.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 21:51:59,2025-01-30 15:48:58,78.05027777777778,3.2520949074074075,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.19338442881664125,0.19338442881664125,21,72-84h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_08-32-42.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 08:32:42,2025-01-30 15:48:58,64.72888888888889,2.697037037037037,PUA.02,,,,2024-12-23_12-00-00,0,moderate,0.16037815062430916,0.16037815062430916,8,60-72h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_02-19-45.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 02:19:45,2025-01-30 15:48:58,34.51305555555555,1.4380439814814814,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.08551266856898233,0.08551266856898233,2,24-36h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_21-21-26.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 21:21:26,2025-01-30 15:48:58,269.5411111111111,11.230879629629628,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6678394401520751,0.667839440152075,21,264-276h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-03_06-03-47.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-03 06:03:47,2025-01-30 15:48:58,86.24694444444444,3.593622685185185,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.2136932316379048,0.2136932316379048,6,84-96h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_12-19-10.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 12:19:10,2025-01-30 15:48:58,44.50333333333333,1.8543055555555554,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.11026548453301728,0.11026548453301728,12,36-48h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_05-56-40.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 05:56:40,2025-01-30 15:48:58,38.12833333333333,1.5886805555555554,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.09447020783693492,0.09447020783693492,5,36-48h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_20-38-49.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 20:38:49,2025-01-30 15:48:58,148.83083333333335,6.201284722222223,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3687567362209439,0.3687567362209439,20,144-156h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_16-00-51.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-10 16:00:51,2025-01-30 15:48:58,264.1980555555556,11.008252314814817,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6546010023634414,0.6546010023634414,16,264-276h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_12-20-14.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-05 12:20:14,2025-01-30 15:48:58,140.5211111111111,5.855046296296297,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.34816781672798947,0.3481678167279895,12,132-144h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_11-22-30.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 11:22:30,2025-01-30 15:48:58,19.558888888888887,0.8149537037037037,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,fresh,0.048460872449871496,0.0484608724498715,11,12-24h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-09_13-22-49.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-09 13:22:49,2025-01-30 15:48:58,237.56416666666667,9.898506944444444,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.5886104698939961,0.5886104698939961,13,228-240h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_10-45-50.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 10:45:50,2025-01-30 15:48:58,138.9477777777778,5.789490740740741,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.34426958373423744,0.34426958373423744,10,132-144h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_11-16-23.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 11:16:23,2025-01-30 15:48:58,19.456944444444446,0.8107060185185185,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,fresh,0.0482082856722043,0.0482082856722043,11,12-24h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_18-03-09.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-02 18:03:09,2025-01-30 15:48:58,74.23638888888888,3.09318287037037,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.1839347926930155,0.1839347926930155,18,72-84h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-09_10-51-08.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-09 10:51:08,2025-01-30 15:48:58,235.0361111111111,9.793171296296295,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.5823467307562599,0.5823467307562599,10,228-240h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-03_02-55-26.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-03 02:55:26,2025-01-30 15:48:58,83.10777777777778,3.4628240740740743,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.2059153483288666,0.2059153483288666,2,72-84h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-03_10-23-14.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-03 10:23:14,2025-01-30 15:48:58,90.57111111111111,3.7737962962962963,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.2244071781445677,0.22440717814456773,10,84-96h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-09_18-40-43.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-09 18:40:43,2025-01-30 15:48:58,242.8625,10.119270833333333,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.6017380998591846,0.6017380998591846,18,240-252h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_11-37-35.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 11:37:35,2025-01-30 15:48:58,43.81027777777778,1.8254282407407407,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.10854830739329069,0.10854830739329069,11,36-48h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-06_18-32-36.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-06 18:32:36,2025-01-30 15:48:58,170.72722222222222,7.11363425925926,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.4230092101260456,0.42300921012604564,18,168-180h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-09_16-16-19.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-09 16:16:19,2025-01-30 15:48:58,240.45583333333335,10.018993055555557,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.595775124813657,0.595775124813657,16,240-252h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_09-19-10.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-05 09:19:10,2025-01-30 15:48:58,137.50333333333333,5.729305555555555,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.3406906975111599,0.3406906975111599,9,132-144h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_09-46-42.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 09:46:42,2025-01-30 15:48:58,41.96222222222222,1.748425925925926,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.10396939776980328,0.10396939776980328,9,36-48h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-11_09-39-00.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-11 09:39:00,2025-01-30 15:48:58,281.8338888888889,11.743078703703704,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.6982971384051657,0.6982971384051657,9,276-288h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-01_15-19-16.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-01 15:19:16,2025-01-30 15:48:58,47.505,1.979375,PUA.02,,,,2024-12-23_12-00-00,0,adequate,0.11770268540351254,0.11770268540351254,15,36-48h
data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-07_08-05-36.wav,PUA076,ch2,#70,Nicotiana benthamiana,wt,2025-02-07 08:05:36,2025-01-30 15:48:58,184.27722222222224,7.678217592592593,PUA.02,,"ph1,temphum1",,2024-12-23_12-00-00,1,stressed,0.4565819158879148,0.4565819158879148,8,180-192h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_16-16-37.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-01-31 16:16:37,2025-01-30 15:48:58,24.460833333333333,1.019201388888889,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.060606373445765416,0.060606373445765416,16,24-36h
data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_10-38-00.wav,PUA076,ch3,#71,Nicotiana benthamiana,wt,2025-02-06 10:38:00,2025-01-30 15:48:58,162.81722222222223,6.784050925925926,PUA.02,,,,2024-12-23_12-00-00,1,stressed,0.4034106785705928,0.4034106785705928,10,156-168h
data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_14-03-28.wav,PUA076,ch4,#72,Solanum lycopersicum,Micro Tom,2025-02-01 14:03:28,2025-01-30 15:48:58,46.24166666666667,1.9267361111111112,PUA.02,,"ph2,temphum2",,2024-12-02_12-00-00,0,adequate,0.11457253645302092,0.11457253645302093,14,36-48h
