sr_hz,duration_s,rms_mean,rms_std,zcr_mean,centroid_mean,bandwidth_mean,rolloff85_mean,flatness_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,hf_ratio_10k,hf_ratio_20k,hf_ratio_30k,hf_ratio_40k,path
300000,0.26384,0.02531789056956768,0.007393768057227135,0.17369266633064517,65405.88833707792,45863.413064709115,121304.08653846153,0.13449791073799133,-363.9763488769531,-16.208364486694336,-28.646556854248047,-21.2852725982666,0.8971657752990723,11.503024101257324,13.328339576721191,12.787829399108887,7.364434242248535,4.596199035644531,-0.9684812426567078,0.43511587381362915,-1.534729242324829,0.17821747014587197,0.1641728675010336,0.1440231311445861,0.132773528769955,../data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_10-26-30.wav
300000,0.26384,0.023967739194631577,0.00544774392619729,0.18835055443548387,63452.20221131198,46506.8232411416,120760.40414663461,0.14809952676296234,-348.8038330078125,-4.748471260070801,-35.01131057739258,-35.846153259277344,-7.958330154418945,11.800111770629883,15.103273391723633,9.964427947998047,4.140522480010986,3.901968479156494,0.10165917128324509,-0.35844531655311584,-3.758964776992798,0.21454626827245754,0.19457214209233795,0.1728163764577801,0.1545590898023496,../data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_14-58-59.wav
300000,0.26384,0.020869556814432144,0.005076239816844463,0.27885269657258066,66803.57676235586,46965.92968742693,123922.02524038461,0.21774768829345703,-349.3786926269531,-7.693487167358398,-36.070560455322266,-41.05491638183594,-8.526291847229004,11.719151496887207,17.31475830078125,10.039265632629395,4.247264862060547,2.460097551345825,-1.6490060091018677,-1.3743159770965576,-3.8118648529052734,0.30320002248688666,0.2833530025696971,0.2574946715855373,0.24068071309502662,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-08_12-09-38.wav
300000,0.3184533333333333,0.11658408492803574,0.017962809652090073,0.05918125417780749,28137.421137476507,41128.54267320757,82945.2189993351,0.014392238110303879,-227.1645050048828,59.31904983520508,-99.78655242919922,-90.27657318115234,-5.397642612457275,9.358525276184082,-0.0702752098441124,3.5396111011505127,6.913321018218994,1.040481686592102,-6.2850518226623535,-11.537333488464355,-10.212512016296387,0.06997988196146751,0.06149153580992429,0.05641403992707708,0.022012121551440632,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-03_03-06-12.wav
300000,0.26384,0.11698822677135468,0.008885298855602741,0.050006300403225803,25285.00339942293,39438.112648139424,74295.74819711539,0.009366245940327644,-224.7194061279297,65.24427795410156,-101.51100158691406,-86.4156723022461,-1.025992512702942,9.97585678100586,-0.19109858572483063,6.98356294631958,6.922862529754639,3.6900720596313477,-4.4410552978515625,-8.919499397277832,-6.75797176361084,0.01907585195479897,0.008954740398875434,0.008011071943607893,0.007101355581663012,../data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_13-12-44.wav
300000,0.26384,0.023593202233314514,0.004405851475894451,0.2721270161290323,67728.65498444169,45972.262556106456,123257.21153846153,0.1952771097421646,-349.7423400878906,-19.029993057250977,-33.32038879394531,-29.392881393432617,-2.1029160022735596,12.289270401000977,18.574567794799805,11.827286720275879,7.392263889312744,3.6109838485717773,-1.7234128713607788,-0.7033242583274841,-2.6017558574676514,0.32865486414373785,0.30761575144337056,0.27124338688050237,0.2539662628486568,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-08_12-58-28.wav
300000,0.26384,0.019004425033926964,0.004841844085603952,0.3004977318548387,70076.2040913934,45729.3823317987,125009.39002403847,0.2430858165025711,-374.0495910644531,-28.216331481933594,-33.001609802246094,-25.69380760192871,0.2759643495082855,10.988709449768066,14.676230430603027,11.093395233154297,7.597221374511719,4.795854568481445,-1.486641764640808,-1.8584933280944824,-3.1512179374694824,0.34489711122357686,0.3226334099740637,0.29375951835455427,0.27548711023772565,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_22-30-38.wav
300000,0.26384,0.10511082410812378,0.007444992661476135,0.053377016129032256,27135.9856087532,40992.162603453646,81511.04266826923,0.011084936559200287,-235.25595092773438,65.29283905029297,-92.43462371826172,-93.20195007324219,-7.627639293670654,14.636155128479004,-0.6045404672622681,2.6125082969665527,9.510626792907715,4.573566436767578,-7.583803176879883,-6.69303035736084,-4.795040607452393,0.014107767594374383,0.010946926519397522,0.009647242800437876,0.008895856280343345,../data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_14-18-29.wav
300000,0.26384,0.02191082388162613,0.008224176242947578,0.2755134828629032,67106.3421150546,45838.778851279785,122333.23317307692,0.20473185181617737,-358.5275573730469,-16.059661865234375,-33.91749572753906,-33.02190399169922,-5.943698883056641,9.03661823272705,14.628487586975098,9.165061950683594,6.013577938079834,6.023569583892822,0.03592684492468834,0.2982030212879181,-1.6668579578399658,0.3761993012287736,0.3480503104849045,0.2568303452710755,0.2031494952792648,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_19-28-46.wav
300000,0.26384,0.12049336731433868,0.009215889498591423,0.05472845262096774,25619.43279272822,39967.16655604948,76055.43870192308,0.009296898730099201,-221.9618682861328,64.02269744873047,-102.67351531982422,-86.80175018310547,-2.880669593811035,8.568496704101562,1.1541728973388672,4.40982723236084,7.36525821685791,2.9288110733032227,-6.875820636749268,-10.434195518493652,-7.858261585235596,0.016679736343335222,0.00923750555968907,0.007993197255241568,0.007361429005607695,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_05-41-22.wav
300000,0.26384,0.018019936978816986,0.0035055719781666994,0.31452872983870966,69710.8406314964,45569.997293391185,124552.09585336539,0.2654567062854767,-368.2441711425781,-25.226076126098633,-36.26405334472656,-32.3509521484375,-3.9451584815979004,9.577946662902832,14.152810096740723,9.750116348266602,6.693060874938965,5.900494575500488,-1.3342735767364502,-1.3937238454818726,-2.5149104595184326,0.41431166807608233,0.38721610901557507,0.35158060772689154,0.3306990619713287,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_18-18-50.wav
300000,0.26384,0.060096025466918945,0.0235854871571064,0.11102885584677419,40695.56197830185,45759.64091351988,103342.84855769231,0.0454467236995697,-284.39617919921875,9.242695808410645,-102.49292755126953,-66.95166778564453,19.220041275024414,26.138051986694336,8.225324630737305,4.403191566467285,5.41279935836792,3.3266992568969727,-1.2543435096740723,-0.08642084896564484,-0.2681877315044403,0.059763740750878355,0.03552931262965971,0.029009981273660328,0.026921375548366155,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-01-31_12-30-56.wav
300000,0.26384,0.1159488782286644,0.010722452774643898,0.053830645161290325,26735.901355463167,41011.26635360691,80417.10486778847,0.010026848874986172,-231.10287475585938,63.74713897705078,-96.71735382080078,-94.82170867919922,-5.7828898429870605,14.847310066223145,0.600598156452179,1.1244754791259766,8.103015899658203,2.857571601867676,-8.895544052124023,-8.311997413635254,-5.977816581726074,0.014343659682506156,0.011192648146192401,0.009030906994312275,0.008413122729412378,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-07_00-08-06.wav
300000,0.26384,0.024698395282030106,0.03270578384399414,0.3089749243951613,68701.33579364755,44887.738494483434,122729.4921875,0.24159987270832062,-359.2223815917969,-22.544193267822266,-34.399383544921875,-31.00466537475586,-3.187058687210083,11.539175987243652,12.052556037902832,9.006190299987793,4.906123161315918,3.936533212661743,-1.3376688957214355,-2.040099620819092,-2.6508047580718994,0.8449282960110194,0.8259676698622123,0.8124822525141312,0.797058593192152,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-01_11-58-17.wav
300000,0.26384,0.10678554326295853,0.008205686695873737,0.05677923387096774,27992.666479316613,41926.87133957225,85065.16676682692,0.011109366081655025,-235.3881072998047,65.98787689208984,-89.49151611328125,-94.52226257324219,-5.468698024749756,16.345996856689453,-0.3549228608608246,0.6514529585838318,8.148015022277832,2.0307271480560303,-9.691390991210938,-8.171256065368652,-6.782254695892334,0.014609955345212748,0.011836202360112378,0.010818699800753147,0.009808748347251066,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_09-26-04.wav
300000,0.26384,0.026600247249007225,0.011606456711888313,0.18434034778225805,61200.0512775949,46248.56621538007,118361.25300480769,0.13594681024551392,-343.0624084472656,-2.539156198501587,-38.34627151489258,-37.538673400878906,-6.117349147796631,13.727212905883789,14.846585273742676,7.359653949737549,1.3506274223327637,5.294023513793945,2.62837815284729,1.137162685394287,-3.6861486434936523,0.33704421165359166,0.28099775406429633,0.12373383400180075,0.11424281702660513,../data/PUA.02/audiofiles/PUA076/ch4PUA_2025-01-31_16-37-08.wav
300000,0.26384,0.0264380294829607,0.005689041223376989,0.22041645665322582,67069.58431727986,45946.13351770356,122589.58082932692,0.16192282736301422,-348.6132507324219,-18.2820987701416,-31.753934860229492,-27.357542037963867,-1.043872594833374,12.256509780883789,17.841989517211914,11.198588371276855,8.378843307495117,4.932622909545898,-2.1553823947906494,-1.7136332988739014,-2.761317491531372,0.28762937428917584,0.26930310744381103,0.23975094214336215,0.20411933096429324,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_18-43-32.wav
300000,0.26384,0.12117272615432739,0.010231968946754932,0.05340221774193549,26164.709374402108,40434.8082720133,78206.69320913461,0.009944378398358822,-224.0914306640625,61.677879333496094,-103.3980941772461,-91.21222686767578,-3.173707962036133,9.096053123474121,0.9575148224830627,4.882248401641846,6.524439811706543,2.1665027141571045,-5.840855598449707,-9.643973350524902,-7.875604629516602,0.016485905118543073,0.009917637391912648,0.00888548564693804,0.007918310369653596,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_13-49-49.wav
300000,0.26384,0.024091940373182297,0.00615945179015398,0.24433908770161292,61112.265524690156,47649.20252916122,120745.38010817308,0.1687367558479309,-332.7760314941406,0.9647576808929443,-49.5344123840332,-50.33711624145508,-3.478030204772949,18.866113662719727,15.043403625488281,5.909361839294434,5.292599201202393,4.560482501983643,-2.825853109359741,-3.8786470890045166,-5.404623031616211,0.24747830323438885,0.22874908880947586,0.196075591384126,0.17565986147449647,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_06-04-43.wav
300000,0.26384,0.023390084505081177,0.0251027699559927,0.30916393649193546,68978.92233557696,44529.85318039633,121752.9296875,0.24053703248500824,-362.41571044921875,-23.47846031188965,-31.586353302001953,-27.940019607543945,-2.903226613998413,10.516424179077148,12.409500122070312,9.612052917480469,4.753688812255859,3.5609304904937744,-1.9624899625778198,-3.0855467319488525,-2.2245218753814697,0.7624062199464899,0.7456855279328949,0.7134420260422262,0.6467881560017923,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-01_12-59-13.wav
300000,0.26384,0.10182375460863113,0.00830752681940794,0.054117313508064514,26998.362425145842,40839.20293965282,80332.59465144231,0.01110678818076849,-234.91502380371094,69.13374328613281,-88.53466796875,-87.73482513427734,-5.111437797546387,14.672958374023438,-1.214381217956543,1.5263234376907349,7.850508689880371,5.321416854858398,-5.756503582000732,-6.000185012817383,-4.466381072998047,0.01534317711219634,0.010938915507294152,0.009637949831613505,0.008763143298316985,../data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_01-22-06.wav
300000,0.26384,0.02078402414917946,0.006930050905793905,0.26782699092741935,68383.7331688381,45799.447837578315,123856.29507211539,0.21302548050880432,-369.3208312988281,-23.586196899414062,-32.551265716552734,-26.544902801513672,-1.5051119327545166,12.184486389160156,17.899005889892578,12.289139747619629,5.028825759887695,1.7168270349502563,-1.93443763256073,0.7864142060279846,-0.6955640912055969,0.2857569709060614,0.2668736821345351,0.23807811321931652,0.21342703674560756,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_00-33-25.wav
300000,0.26384,0.11404802650213242,0.007788396440446377,0.05950730846774194,28870.026764668226,42195.14626170115,87232.38431490384,0.01212754100561142,-226.27529907226562,62.25045394897461,-89.86431121826172,-94.04853820800781,-8.439644813537598,14.483548164367676,0.69102942943573,0.6975727677345276,11.241131782531738,4.0728325843811035,-9.750256538391113,-7.262994766235352,-4.5355143547058105,0.01738013110298526,0.014699857245312873,0.012473565123461141,0.011431851552436543,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-10_08-35-18.wav
300000,0.26384,0.025576230138540268,0.0054712602868676186,0.2558625252016129,65347.62684787722,46492.77131915039,121789.55078125,0.17514626681804657,-338.4122619628906,-10.366982460021973,-36.93100357055664,-37.097320556640625,-5.809945583343506,11.33036994934082,16.20427703857422,8.379261016845703,5.370903968811035,4.735637187957764,-0.8153066039085388,-1.603690266609192,-4.133968830108643,0.3032443204437195,0.2613727512990618,0.23637895301219913,0.22046028170254825,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-02_10-17-19.wav
300000,0.26384,0.02614031545817852,0.005457301624119282,0.24388860887096775,68332.48710144154,46149.38106395225,123748.30979567308,0.18143294751644135,-346.9339294433594,-19.40015411376953,-32.420780181884766,-29.745363235473633,-1.507615566253662,12.146342277526855,17.85323715209961,10.736485481262207,7.749399662017822,3.6413869857788086,-0.335906058549881,-1.247261881828308,-3.3458378314971924,0.31033558029668606,0.2782921089301234,0.2507998786008923,0.2265544243538204,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-04_17-06-29.wav
300000,0.26384,0.1319602131843567,0.012619022279977798,0.05619644657258065,26269.462748429298,40213.50859381401,78859.29987980769,0.009851427748799324,-209.8008270263672,63.479270935058594,-101.10681915283203,-84.79877471923828,-5.668679237365723,5.03084659576416,4.5170207023620605,7.738337993621826,6.866130828857422,3.2489633560180664,-5.640630722045898,-10.46826457977295,-6.951714515686035,0.026787802568589716,0.01027953460697038,0.008844066657597552,0.008220958557282748,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-07_02-34-27.wav
300000,0.26384,0.11987822502851486,0.009842555969953537,0.05374558971774194,26599.221855978023,40865.25675177641,80717.58563701923,0.01008164044469595,-225.77560424804688,65.51737976074219,-97.11228942871094,-94.58152770996094,-4.249415874481201,13.136363983154297,-0.5835947394371033,2.2267134189605713,7.999273777008057,2.026777982711792,-10.070223808288574,-7.8920979499816895,-5.905076503753662,0.015223778402190226,0.01048322245637689,0.009030676286412654,0.008347309629569567,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_13-02-56.wav
300000,0.26384,0.020970581099390984,0.004754816647619009,0.2829227570564516,65988.90196591978,46852.33344587452,123043.11899038461,0.22518214583396912,-345.8785095214844,-7.780034065246582,-40.677791595458984,-46.452972412109375,-10.618644714355469,11.623711585998535,15.979791641235352,8.245668411254883,3.8165342807769775,4.618010520935059,-0.12552030384540558,-2.023937702178955,-5.907884120941162,0.3405671711008134,0.31717183875380567,0.27230721882751446,0.25272640255399503,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_16-18-20.wav
300000,0.26384,0.021308263763785362,0.005363836884498596,0.26879725302419355,66062.6443178063,46690.10733820622,122949.21875,0.20219188928604126,-351.28271484375,-9.911947250366211,-38.17852783203125,-40.53053283691406,-6.928851127624512,12.247942924499512,16.101764678955078,9.071211814880371,4.410749435424805,4.742040157318115,-1.185449242591858,-1.500693678855896,-4.0830512046813965,0.31125507023791543,0.2916164849227018,0.2550502129885317,0.22471351378904073,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-06_21-31-22.wav
300000,0.26384,0.028958633542060852,0.0067049008794128895,0.22874558971774195,60958.436885248964,47382.03682115322,119662.71033653847,0.15185344219207764,-320.3337707519531,-1.9980889558792114,-50.03471755981445,-47.533016204833984,-3.1488821506500244,16.60787010192871,18.595977783203125,8.490801811218262,4.49442720413208,2.768749713897705,-2.0637667179107666,0.46099814772605896,-2.1642980575561523,0.2526106181455459,0.21153615068573664,0.1801312065056383,0.1698985215612391,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-08_10-44-19.wav
300000,0.26384,0.028870049864053726,0.006172517780214548,0.21604397681451612,63386.43773672249,47036.86074099995,121076.84795673077,0.1427527368068695,-330.1600341796875,-3.717930555343628,-38.98908615112305,-42.906131744384766,-6.27236795425415,18.238725662231445,21.604835510253906,6.398411750793457,1.047350525856018,4.239437103271484,4.519631385803223,2.3642029762268066,-6.5110297203063965,0.24087445669301286,0.22638556829557616,0.18872909671700275,0.17080401404114032,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_15-19-01.wav
300000,0.26384,0.02610531449317932,0.006661904975771904,0.24722782258064516,66882.15316812023,45649.64909972197,122123.83563701923,0.15898317098617554,-354.5048522949219,-22.89160919189453,-30.001930236816406,-20.663183212280273,2.0728390216827393,12.393516540527344,18.627866744995117,12.548188209533691,9.106484413146973,4.606037616729736,-3.0908889770507812,-2.4720356464385986,-2.5619845390319824,0.31794167416564045,0.27897410888520546,0.21823055741666791,0.20092613945477725,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-11_00-18-24.wav
300000,0.26384,0.028137680143117905,0.007314031012356281,0.21398689516129032,64758.330803028846,46361.558746747236,121474.04597355769,0.14403100311756134,-339.21063232421875,-7.471208572387695,-29.4339656829834,-29.63245391845703,-5.079437732696533,10.640470504760742,17.286462783813477,9.627134323120117,5.370755672454834,2.755634307861328,-2.3767106533050537,-0.6755078434944153,-1.4993782043457031,0.25089033733689753,0.23080035735096568,0.1853843031660672,0.16758687933216657,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_00-55-40.wav
300000,0.26384,0.10877826809883118,0.008296898566186428,0.05186176915322581,26047.49461303283,40077.83970285734,77155.01051682692,0.010045824572443962,-233.32630920410156,64.81458282470703,-96.71489715576172,-90.49722290039062,-5.196498394012451,13.529043197631836,-0.22410278022289276,4.509045600891113,7.595799922943115,4.708683490753174,-5.689751625061035,-7.701951503753662,-4.83843469619751,0.015619587501012258,0.009876527276579132,0.008915140759897265,0.007848130096808174,../data/PUA.02/audiofiles/PUA076/ch4PUA_2025-02-01_00-37-55.wav
300000,0.26384,0.020875245332717896,0.005135261453688145,0.2728421118951613,66191.3271703985,46909.874228616776,123703.23768028847,0.21214744448661804,-351.0661926269531,-11.115509986877441,-39.34926986694336,-39.118221282958984,-5.200664520263672,11.718647956848145,15.293866157531738,8.578499794006348,4.148195266723633,3.702946186065674,-0.444077730178833,-1.889918565750122,-4.532487392425537,0.32602120134627216,0.2815048211166103,0.25414000988585717,0.23776229920069383,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-07_11-26-09.wav
300000,0.26384,0.026990966871380806,0.005886179395020008,0.22357610887096774,65638.26882275124,46594.57618235828,122198.01682692308,0.16116422414779663,-335.5489807128906,-6.934049606323242,-32.76793670654297,-35.54592514038086,-7.138838768005371,11.076417922973633,17.764469146728516,9.976469993591309,5.554640293121338,4.14702844619751,-0.2092164009809494,-0.25184813141822815,-3.1230204105377197,0.24844948064513098,0.2319317911210747,0.20868859726778036,0.19622376103667769,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-05_12-26-43.wav
300000,0.26384,0.02005534991621971,0.0068255518563091755,0.29938571068548386,66126.7093515438,46485.918839091726,122608.36087740384,0.23945510387420654,-351.58074951171875,-12.342035293579102,-41.10783004760742,-42.69911193847656,-8.379485130310059,10.022603034973145,14.491626739501953,8.197285652160645,3.4025611877441406,3.4539530277252197,-0.5651575326919556,-1.4006727933883667,-4.0759806632995605,0.34310097657871447,0.29735080497380867,0.26463233438017386,0.2488361407693434,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-02_14-21-14.wav
300000,0.26384,0.021337365731596947,0.008018795400857925,0.28247857862903225,67540.62456554138,45811.3887998317,123337.96574519231,0.2124268263578415,-360.83856201171875,-17.146018981933594,-31.22555160522461,-28.112571716308594,-0.8604422211647034,12.617815017700195,14.499154090881348,8.66996955871582,4.651017665863037,3.734273910522461,-1.0217763185501099,-0.46617361903190613,-3.1425116062164307,0.3091582433409508,0.2858563807236752,0.24840469204166313,0.2120717315995946,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_09-09-52.wav
300000,0.26384,0.024835826829075813,0.011001232080161572,0.28083102318548386,66383.58328187081,45671.20513837479,121269.34344951923,0.21175754070281982,-340.6665954589844,-14.967952728271484,-34.841670989990234,-33.95582962036133,-6.697847843170166,11.09615707397461,16.010818481445312,7.821681976318359,5.906222820281982,3.79093599319458,0.4273703694343567,-0.28028604388237,-3.5156190395355225,0.49136488497677216,0.4568098338922046,0.39808779082935913,0.2349670986119449,../data/PUA.02/audiofiles/PUA076/ch2PUA_2025-02-01_12-24-43.wav
300000,0.26384,0.10843486338853836,0.008593508042395115,0.059031628024193546,27876.572576962335,41801.08777991628,84403.17007211539,0.011142166331410408,-233.99002075195312,64.72079467773438,-92.62237548828125,-95.95329284667969,-6.311854839324951,14.901778221130371,-0.823209285736084,1.4477564096450806,8.474230766296387,2.111043930053711,-9.620535850524902,-7.094551086425781,-6.268350124359131,0.014591970915964493,0.011778776967557417,0.01076961467037454,0.009649793207810559,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-05_08-53-51.wav
300000,0.26384,0.020501654595136642,0.007260640151798725,0.3030966481854839,66986.5096648886,46018.7966894298,122831.84344951923,0.23904812335968018,-354.1208801269531,-15.675082206726074,-38.68790054321289,-38.77170944213867,-5.963425159454346,13.535600662231445,16.915477752685547,9.411370277404785,4.646506309509277,3.0902769565582275,-2.3848395347595215,-2.3365213871002197,-5.1012701988220215,0.445006261974791,0.41808129748824957,0.3005321111270252,0.25113607300959456,../data/PUA.02/audiofiles/PUA076/ch3PUA_2025-02-10_16-02-46.wav
